date;sample;treatment;complex;density;sev_spo;sev_chlo;sev_nec
28;11;2;0;101.388889;0.030092593;0.199074074;0.569444444
28;12a;2;0;15.754923;0.052516411;0.094091904;0.291028446
28;12b;2;0;7.815631;0.018036072;0.094188377;0.166332665
28;13a;2;0;15.109344;0.057654076;0.081510934;0.337972167
28;13b;2;0;11.154599;0.060665362;;0.250489237
28;14;2;0;32.5;;;
28;15a;2;0;55;0.099378882;0.250517598;0.50310559
28;15b;2;0;39.788732;;;
28;19a;1;0;7.407407;0.097465887;0.005847953;0.325536062
28;19b;1;0;3.909465;0.034979424;;0.417695473
28;20a;1;0;2.826087;0.039130435;0.097826087;0.043478261
28;20b;1;0;5.598456;0.106177606;0.121621622;0.001930502
28;21;1;0;14.62963;;;
28;22a;1;0;20.366599;0.146639511;0.382892057;0.038696538
28;22b;1;0;23.69338;;;
28;23a;1;0;10.816327;0.134693878;0.185714286;0.030612245
28;23b;1;0;10.204082;0.128014842;0.38961039;0.050092764
28;24a;1;0;16.181818;0.249090909;0.130909091;0.050909091
28;24b;1;0;4.752066;0.074380165;0.030991736;0.270661157
28;25;1;0;11.401869;;;
28;26;1;0;6.355932;0.080508475;0.171610169;0.036016949
28;27a;1;0;59.465021;0.21399177;0.242798354;0.290123457
28;27b;1;0;27.115717;0.200345423;0.07253886;0.347150259
28;28;1;0;8.536585;;;
28;29;1;0;51.633987;0.357298475;0.407407407;0.043572985
28;30;1;0;27.158273;;;
28;31;1;0;22.290389;0.243353783;0.288343558;0.104294479
28;32a;1;0;34.682081;;;
28;32b;1;0;25.524476;;;
28;33a;1;0;7.358491;0.09245283;0.19245283;0.039622642
28;33b;1;0;7.899461;;;
28;34a;1;0;15.217391;0.108695652;0.354037267;0.105590062
28;34b;1;0;11.413043;;;
28;35a;1;0;27.978339;0.155234657;0.158844765;0.370036101
28;35b;1;0;26.375712;;;
28;35c;1;0;28.971963;;;
28;36;1;1;7.654321;;;
28;37;1;1;0;0;0;0.520107239
28;38;1;1;8.656036;0.082004556;0.043280182;0.243735763
28;39;1;1;6.05428;0.062370062;0.070686071;0.216216216
28;40;1;1;18.62069;0.082446809;0.087765957;0.47606383
28;41a;1;1;14.285714;0.131868132;0.081318681;0.224175824
28;41b;1;1;18.711019;0.064449064;0.122661123;0.374220374
28;42a;1;1;2.97619;;;
28;43;1;1;15.667311;0.110251451;0.166344294;0.350096712
28;45;1;1;15;0.072115385;0.0625;0.461538462
28;46;1;1;7.486631;0.03539823;0.011061947;0.659292035
28;47;1;1;0;;;
28;48a;1;1;71.153846;0.049140049;0.051597052;0.766584767
28;48b;1;1;7.317073;0;0.019607843;0.742647059
28;49;1;1;22.067039;0.02811245;0.058232932;0.497991968
28;50a;1;1;71.73913;0.013986014;0.018648019;0.776223776
28;50b;1;1;24.481328;0;0;0.965014577
28;51a;1;1;38.857143;;;
28;51b;1;1;19.574468;;;
28;52a;1;1;23.866348;0.131048387;0.10483871;0.401209677
28;52b;1;1;30.917874;0;;0.819354839
28;53a;1;1;36.865342;0.072847682;0.004415011;0.567328918
28;53b;1;1;10.638298;0;0.007142857;0.888095238
28;54a;1;1;13.084112;;;
28;54b;1;1;11.612903;;;
28;57a;0;1;7.529412;0.110588235;0.108235294;0.025882353
28;57b;0;1;15.970516;0.167076167;0.240786241;0.024570025
28;58a;0;0;31.397849;0.223655914;0.240860215;0.296774194
28;58b;0;0;23.201856;0.252900232;0.259860789;0.125290023
28;59a;0;0;20.614035;0.188596491;0.243421053;0.105263158
28;59b;0;0;16.901408;0.190140845;0.237089202;0.061032864
28;60a;0;0;4.710921;;;
28;60b;0;0;0;;;
28;61;0;0;28.541667;;;
28;62;0;0;3.769401;0.070953437;0.11308204;0
28;63;0;0;18.27957;;;
28;64;0;0;12.138728;0.231213873;0.183044316;0.038535645
28;65a;0;0;9.288538;0.16798419;0.045454545;0.14229249
28;65b;0;0;7.4;0.144;0.052;0.052
28;66;0;0;12.875536;0.231759657;0.070815451;0.175965665
28;67;0;0;5.422993;0.119305857;0.036876356;0.056399132
28;68;0;0;13.625866;;;
28;69;0;0;33.472803;0.345188285;0.085774059;0.351464435
28;70;0;0;14.159292;0.221238938;0.022123894;0.10619469
28;71a;0;0;22.244489;0.204408818;0.294589178;0.032064128
28;71b;0;0;18.632075;;;
28;72;0;0;31.969309;0.447570332;0.115089514;0.265984655
28;73;0;0;16.403162;;;
28;74;0;0;7.505519;0.218543046;0.094922737;0
36;3;2;0;17.677643;0.025996534;0.058925477;0.235701906
36;4a;2;0;17.555556;0.075555556;0.108888889;0.437777778
36;4b;2;0;12.185687;0.025145068;0.17794971;0.234042553
36;5a;2;0;32.008368;0.073221757;0.217573222;0.453974895
36;5b;2;0;19.542254;0.031690141;0.086267606;0.360915493
36;6a;2;0;39.956803;0.051502146;0.143776824;0.583690987
36;6b;2;0;21.428571;;;
36;7;2;0;9.278351;;;
36;8;2;0;20.08547;0.049145299;0.145299145;0.431623932
36;9a;2;0;97.987928;0.029821074;0.053677932;0.660039761
36;9b;2;0;28.621908;;;
36;10;2;0;13.303769;0.084257206;0.099778271;0.305986696
36;11;2;0;101.388889;0.009259259;0.039351852;0.738425926
36;12a;2;0;15.754923;0.037199125;0.157549234;0.24726477
36;12b;2;0;7.815631;0.022044088;0.116232465;0.186372745
36;13a;2;0;15.109344;0.109343936;0.07554672;0.30417495
36;13b;2;0;11.154599;0.029354207;0.076320939;0.279843444
36;14;2;0;32.5;0.015384615;0.153846154;0.421153846
36;15a;2;0;55;0.022774327;0.060041408;0.726708075
36;15b;2;0;39.788732;;;
36;19a;1;0;7.407407;0.10331384;0.046783626;0.214424951
36;19b;1;0;3.909465;0.061728395;0.100823045;0.176954733
36;20a;1;0;2.826087;0.041304348;0.089130435;0.07173913
36;20b;1;0;5.598456;0.164092664;0.05984556;0.113899614
36;21;1;0;14.62963;;;
36;22a;1;0;20.366599;0.042769857;0.17107943;0.323828921
36;22b;1;0;23.69338;;;
36;23a;1;0;10.816327;0.040816327;0.275510204;0.348979592
36;23b;1;0;10.204082;0.141001855;0.124304267;0.374768089
36;24a;1;0;16.181818;0.101818182;0.047272727;0.441818182
36;24b;1;0;4.752066;0.037190083;0.07231405;0.154958678
36;25;1;0;11.401869;0.108411215;0.11588785;0.246728972
36;26;1;0;6.355932;0.065677966;0.031779661;0.146186441
36;27a;1;0;59.465021;0.063786008;0.193415638;0.471193416
36;27b;1;0;27.115717;0.044905009;0.07253886;0.452504318
36;28;1;0;8.536585;0.109756098;0.081300813;0.280487805
36;29;1;0;51.633987;0.102396514;0.148148148;0.525054466
36;30;1;0;27.158273;0.107913669;0.098920863;0.429856115
36;31;1;0;22.290389;0.145194274;0.118609407;0.396728016
36;32a;1;0;34.682081;;;
36;32b;1;0;25.524476;;;
36;33a;1;0;7.358491;0.090566038;0.050943396;0.333962264
36;33b;1;0;7.899461;0.0502693;0.055655296;0.299820467
36;34a;1;0;15.217391;0.074534161;0.153726708;0.378881988
36;34b;1;0;11.413043;;;
36;35a;1;0;27.978339;0.036101083;0.034296029;0.584837545
36;35b;1;0;26.375712;;;
36;35c;1;0;28.971963;;;
36;36;1;1;7.654321;0.013358779;0.076335878;0.389312977
36;37;1;1;0;0.002680965;0.107238606;0.557640751
36;38;1;1;8.656036;0.123006834;0.0523918;0.175398633
36;39;1;1;6.05428;0.035343035;0.037422037;0.461538462
36;40;1;1;18.62069;0.002659574;0.071808511;0.75
36;41a;1;1;14.285714;0.061538462;0.063736264;0.501098901
36;41b;1;1;18.711019;0.014553015;0.137214137;0.669438669
36;42a;1;1;2.97619;;;
36;43;1;1;15.667311;0.034816248;0.152804642;0.437137331
36;45;1;1;15;0.021634615;0.076923077;0.533653846
36;46;1;1;7.486631;0.004424779;0.028761062;0.745575221
36;47;1;1;0;;;
36;48a;1;1;71.153846;0.004914005;0.017199017;0.85995086
36;48b;1;1;7.317073;0.00245098;0.004901961;0.835784314
36;49;1;1;22.067039;0.026104418;0.044176707;0.644578313
36;50a;1;1;71.73913;0.006993007;0.076923077;0.722610723
36;50b;1;1;24.481328;0;0;0.985422741
36;51a;1;1;38.857143;0.043572985;0.058823529;0.612200436
36;51b;1;1;19.574468;;;
36;52a;1;1;23.866348;0.036290323;0.096774194;0.643145161
36;52b;1;1;30.917874;;;
36;53a;1;1;36.865342;0.068432671;0.258278146;0.593818985
36;53b;1;1;10.638298;0;0;0.780952381
36;54a;1;1;13.084112;0;0;0.708779443
36;54b;1;1;11.612903;;;
36;57a;0;1;7.529412;0.094117647;0.004705882;0.228235294
36;57b;0;1;15.970516;0.137592138;0.157248157;0.373464373
36;58a;0;0;31.397849;0.129032258;0.187096774;0.359139785
36;58b;0;0;23.201856;0.083526682;0.259860789;0.385150812
36;59a;0;0;20.614035;;;
36;59b;0;0;16.901408;;;
36;60a;0;0;4.710921;0.070663812;0.494646681;0.449678801
36;60b;0;0;0;0;0.864197531;0.065843621
36;61;0;0;28.541667;;;
36;62;0;0;3.769401;0.039911308;0.12195122;0.12195122
36;63;0;0;18.27957;0.24516129;0.043010753;0.288172043
36;64;0;0;12.138728;0.161849711;0.186897881;0.271676301
36;65a;0;0;9.288538;0.086956522;0.169960474;0.318181818
36;65b;0;0;7.4;0.06;0.198;0.226
36;66;0;0;12.875536;0.158798283;0.163090129;0.309012876
36;67;0;0;5.422993;0.052060738;0.318872017;0.1670282
36;68;0;0;13.625866;0.147806005;0.187066975;0.381062356
36;69;0;0;33.472803;0.119246862;0.219665272;0.426778243
36;70;0;0;14.159292;0.123893805;0.389380531;0.263274336
36;71a;0;0;22.244489;0.126252505;0.122244489;0.470941884
36;71b;0;0;18.632075;0.058962264;0.169811321;0.568396226
36;72;0;0;31.969309;0.081841432;0.204603581;0.636828645
36;73;0;0;16.403162;0.090909091;0.086956522;0.420948617
36;74;0;0;7.505519;0.134657837;0.072847682;0.490066225
43;3;2;0;17.677643;0.003466205;0.072790295;0.240901213
43;4a;2;0;17.555556;0.02;0.117777778;0.457777778
43;4b;2;0;12.185687;0.015473888;0.18762089;0.230174081
43;5a;2;0;32.008368;0.039748954;0.09623431;0.476987448
43;5b;2;0;19.542254;0.028169014;0.072183099;0.387323944
43;6a;2;0;39.956803;0.004291845;0.083690987;0.618025751
43;6b;2;0;21.428571;;;
43;7;2;0;9.278351;;;
43;8;2;0;20.08547;0.042735043;0.051282051;0.532051282
43;9a;2;0;97.987928;0;0.003976143;0.717693837
43;9b;2;0;28.621908;;;
43;10;2;0;13.303769;0.033259424;0.073170732;0.423503326
43;11;2;0;101.388889;;;
43;12a;2;0;15.754923;0.01750547;0.159737418;0.376367615
43;12b;2;0;7.815631;0.006012024;0.348697395;0.234468938
43;13a;2;0;15.109344;0.031809145;0.067594433;0.44333996
43;13b;2;0;11.154599;0.011741683;0.035225049;0.510763209
43;14;2;0;32.5;0.013461538;0.017307692;0.565384615
43;15a;2;0;55;0;0.002070393;0.747412008
43;15b;2;0;39.788732;;;
43;19a;1;0;7.407407;0.04288499;0.005847953;0.368421053
43;19b;1;0;3.909465;0.018518519;0.016460905;0.302469136
43;20a;1;0;2.826087;0.030434783;0.263043478;0.115217391
43;20b;1;0;5.598456;0.081081081;0.1003861;0.181467181
43;21;1;0;14.62963;;;
43;22a;1;0;20.366599;0.054989817;0.097759674;0.397148676
43;22b;1;0;23.69338;0.003484321;0.052264808;0.649825784
43;23a;1;0;10.816327;0.006122449;0.126530612;0.481632653
43;23b;1;0;10.204082;;;
43;24a;1;0;16.181818;0.041818182;0.036363636;0.378181818
43;24b;1;0;4.752066;0.033057851;0.026859504;0.204545455
43;25;1;0;11.401869;0.026168224;0.104672897;0.371962617
43;26;1;0;6.355932;0.076271186;0.036016949;0.177966102
43;27a;1;0;59.465021;0;0.00617284;0.598765432
43;27b;1;0;27.115717;;;
43;28;1;0;8.536585;0.083333333;0.06097561;0.243902439
43;29;1;0;51.633987;0.030501089;0.165577342;0.450980392
43;30;1;0;27.158273;0.048561151;0.088129496;0.5
43;31;1;0;22.290389;0.073619632;0.069529652;0.45194274
43;32a;1;0;34.682081;0;0.011560694;0.535645472
43;32b;1;0;25.524476;;;
43;33a;1;0;7.358491;0.047169811;0.062264151;0.271698113
43;33b;1;0;7.899461;0.048473968;0.073608618;0.346499102
43;34a;1;0;15.217391;0.034161491;0.177018634;0.383540373
43;34b;1;0;11.413043;;;
43;35a;1;0;27.978339;;;
43;35b;1;0;26.375712;;;
43;35c;1;0;28.971963;;;
43;36;1;1;7.654321;0.005725191;0.078244275;0.547709924
43;37;1;1;0;0.002680965;0.061662198;0.613941019
43;38;1;1;8.656036;0.034168565;0.045558087;0.300683371
43;39;1;1;6.05428;0.027027027;0.06029106;0.501039501
43;40;1;1;18.62069;;;
43;41a;1;1;14.285714;0.010989011;0.083516484;0.621978022
43;41b;1;1;18.711019;;;
43;42a;1;1;2.97619;;;
43;43;1;1;15.667311;0.013539652;0.059961315;0.500967118
43;45;1;1;15;0.007211538;0.180288462;0.512019231
43;46;1;1;7.486631;0.006637168;0.024336283;0.811946903
43;47;1;1;0;;;
43;48a;1;1;71.153846;0;0;0.914004914
43;48b;1;1;7.317073;;;
43;49;1;1;22.067039;;;
43;50a;1;1;71.73913;0.004662005;0.20979021;0.606060606
43;50b;1;1;24.481328;;;
43;51a;1;1;38.857143;0;0;0.640522876
43;51b;1;1;19.574468;;;
43;52a;1;1;23.866348;;;
43;52b;1;1;30.917874;;;
43;53a;1;1;36.865342;0.022075055;0.061810155;0.618101545
43;53b;1;1;10.638298;;;
43;54a;1;1;13.084112;0;0;0.717344754
43;54b;1;1;11.612903;;;
43;57a;0;1;7.529412;0.007058824;0.089411765;0.588235294
43;57b;0;1;15.970516;;;
43;58a;0;0;31.397849;;;
43;58b;0;0;23.201856;;;
43;59a;0;0;20.614035;;;
43;59b;0;0;16.901408;;;
43;60a;0;0;4.710921;0.002141328;0.122055675;0.582441113
43;60b;0;0;0;;;0.372427984
43;61;0;0;28.541667;;;
43;62;0;0;3.769401;0.037694013;0.403547672;0.4345898
43;63;0;0;18.27957;0.006451613;0.195698925;0.552688172
43;64;0;0;12.138728;;;
43;65a;0;0;9.288538;0.017786561;0.152173913;0.671936759
43;65b;0;0;7.4;;;
43;66;0;0;12.875536;0.042918455;0.06223176;0.463519313
43;67;0;0;5.422993;0.056399132;0.112798265;0.581344902
43;68;0;0;13.625866;0;0;0.674364896
43;69;0;0;33.472803;0.029288703;0.10041841;0.564853556
43;70;0;0;14.159292;0.061946903;0.112831858;0.566371681
43;71a;0;0;22.244489;0;0;0.649298597
43;71b;0;0;18.632075;;;
43;72;0;0;31.969309;0;0.028132992;0.700767263
43;73;0;0;16.403162;0.088932806;0.090909091;0.45256917
43;74;0;0;7.505519;0.035320088;;0.761589404
