An	Jour	Jsim	hhmm	PAR	Tair	HR	Vent	Pluie
2005	276	3	2400	-0.01	9.38	94	2.46	0
2005	277	4	100	0	9.53	93.2	2.792	0
2005	277	4	200	0	8.91	94.6	2.657	0
2005	277	4	300	-0.01	8.68	95	2.411	0
2005	277	4	400	0	8.05	96	1.353	0
2005	277	4	500	0	8.15	96.5	2.428	0
2005	277	4	600	1.66	8.46	95.2	3.216	0
2005	277	4	700	53.74	8.78	94.3	4.424	0.2
2005	277	4	800	126.9	9.33	92.6	4.151	0
2005	277	4	900	193.2	10.43	87.7	4.284	0
2005	277	4	1000	241.7	12.36	77.5	5.666	0
2005	277	4	1100	711	14.34	69.08	6.849	0
2005	277	4	1200	982	15.61	65.78	6.585	0
2005	277	4	1300	437.1	15.11	68.07	5.77	0
2005	277	4	1400	283.7	14.98	70	5.234	0
2005	277	4	1500	139.5	14.78	70.9	5.341	0
2005	277	4	1600	72	14.41	72.5	4.792	0
2005	277	4	1700	22.73	14.17	72.7	5.145	0
2005	277	4	1800	2.08	13.91	73.6	4.09	0
2005	277	4	1900	-0.1	13.77	74.4	4.114	0
2005	277	4	2000	-0.08	13.56	76.8	3.962	0
2005	277	4	2100	-0.04	13.3	79.2	4.056	0
2005	277	4	2200	-0.06	13.16	80.6	3.436	0
2005	277	4	2300	-0.04	13.03	82.1	3.54	0
2005	277	4	2400	-0.05	12.94	83.4	3.141	0
2005	278	5	100	-0.07	12.83	84.6	2.681	0
2005	278	5	200	-0.09	12.78	85.6	2.243	0
2005	278	5	300	-0.05	12.63	86.1	2.34	0
2005	278	5	400	-0.04	12.52	88	2.62	0
2005	278	5	500	-0.06	12.45	91.6	3.822	0
2005	278	5	600	0.3	12.3	93.4	4.665	0
2005	278	5	700	12.91	12.2	94.4	3.906	0
2005	278	5	800	54.74	12.23	94.8	3.936	0
2005	278	5	900	80.7	12.1	95.7	3.876	0
2005	278	5	1000	145.7	12.28	95.8	3.617	0
2005	278	5	1100	145.7	12.63	94.5	3.236	0
2005	278	5	1200	245.7	13.2	92.5	3.091	0
2005	278	5	1300	269.3	13.66	90.6	3.221	0
2005	278	5	1400	472.4	14.6	85.2	2.959	0
2005	278	5	1500	336.1	14.98	82.8	3.072	0
2005	278	5	1600	150.4	15.14	83.1	2.253	0
2005	278	5	1700	65.16	15.11	83.4	1.774	0
2005	278	5	1800	3.35	14.79	85.6	1.411	0
2005	278	5	1900	-0.14	14.33	87.8	2.296	0
2005	278	5	2000	-0.11	13.82	91.7	2.432	0
2005	278	5	2100	-0.1	13.62	93.6	1.982	0
2005	278	5	2200	-0.1	13.41	95.2	2.855	0
2005	278	5	2300	-0.1	13.23	96.2	2.39	0
2005	278	5	2400	-0.11	13.19	96.8	2.22	0
2005	279	6	100	-0.13	13.18	97.3	1.755	0
2005	279	6	200	-0.09	13.14	97.7	1.774	0
2005	279	6	300	-0.07	13.11	98.1	2.042	0
2005	279	6	400	-0.05	13.04	98.6	2.155	0
2005	279	6	500	-0.08	12.86	99	1.578	0
2005	279	6	600	0.29	12.69	99.3	1.55	0
2005	279	6	700	19.86	12.8	99.6	1.682	0
2005	279	6	800	49.21	12.91	99.8	1.933	0
2005	279	6	900	114.2	13.1	99.9	1.866	0
2005	279	6	1000	211.5	13.3	100	2.223	0
2005	279	6	1100	348.2	13.73	99.9	2.305	0
2005	279	6	1200	367.6	14.48	95.8	2.57	0
2005	279	6	1300	437.5	14.95	89.4	2.277	0
2005	279	6	1400	370.8	15.48	86.1	2.115	0
2005	279	6	1500	203.6	15.63	85.9	2.144	0
2005	279	6	1600	123.2	15.69	84.6	1.801	0
2005	279	6	1700	39.36	15.76	83.3	1.027	0
2005	279	6	1800	2.12	15.56	84.4	0.316	0
2005	279	6	1900	-0.23	15.35	86.2	0.628	0
2005	279	6	2000	-0.17	15.04	87	1.47	0
2005	279	6	2100	-0.18	14.5	88.8	1.623	0
2005	279	6	2200	-0.15	14.05	92	0.767	0
2005	279	6	2300	-0.13	13.58	93.7	0.984	0
2005	279	6	2400	-0.08	12.43	96	0.973	0
2005	280	7	100	-0.03	12.27	98.1	0.686	0
2005	280	7	200	-0.03	12.07	98.5	0.929	0
2005	280	7	300	-0.05	12.3	99	0.825	0
2005	280	7	400	-0.03	12.27	99.2	1.217	0
2005	280	7	500	-0.05	12.08	99.5	1.251	0
2005	280	7	600	0.25	12.01	99.7	1.209	0
2005	280	7	700	15.34	11.79	99.8	1.802	0
2005	280	7	800	61.84	11.86	100	1.64	0
2005	280	7	900	124	12.02	100.1	1.288	0
2005	280	7	1000	177.5	12.19	100.1	1.399	0
2005	280	7	1100	234.1	12.45	100.2	0.872	0
2005	280	7	1200	239.2	13.13	100.1	0.958	0
2005	280	7	1300	293.6	13.82	97.6	0.942	0
2005	280	7	1400	328.8	14.58	88.7	0.854	0
2005	280	7	1500	245.6	15.23	84.3	0.786	0
2005	280	7	1600	173.8	15.4	82	1.467	0
2005	280	7	1700	77.4	15.17	82.5	1.415	0
2005	280	7	1800	3.89	14.72	84.5	0.865	0
2005	280	7	1900	-0.11	14.26	87.1	0.894	0
2005	280	7	2000	-0.13	14.34	87.7	1.152	0
2005	280	7	2100	-0.14	14.26	88	1.438	0
2005	280	7	2200	-0.11	13.77	92	0.891	0
2005	280	7	2300	-0.08	13.17	93.7	0.725	0
2005	280	7	2400	-0.08	12.43	96.6	0.86	0
2005	281	8	100	-0.05	12.32	98.1	0.462	0
2005	281	8	200	-0.04	11.64	98.5	0.988	0
2005	281	8	300	-0.04	12.1	99	0.627	0
2005	281	8	400	-0.03	12.32	99.1	0.346	0
2005	281	8	500	-0.03	11.95	99.1	0.816	0
2005	281	8	600	0.73	11.9	99.4	0.84	0
2005	281	8	700	42.64	12.37	99.6	0.778	0
2005	281	8	800	153.4	12.58	99.6	0.737	0
2005	281	8	900	486.5	13.44	99.7	1.174	0
2005	281	8	1000	876	16.42	88.1	1.909	0
2005	281	8	1100	1039	17.24	74.7	3.008	0
2005	281	8	1200	1131	18.62	64.78	3.516	0
2005	281	8	1300	1121	19.9	56.58	3.561	0
2005	281	8	1400	807	20.55	52.12	3.376	0
2005	281	8	1500	428.8	20.36	50.43	3.049	0
2005	281	8	1600	350	20.58	47.85	3.047	0
2005	281	8	1700	98	19.52	51.56	1.983	0
2005	281	8	1800	3.9	18.31	57.25	2.086	0
2005	281	8	1900	-0.43	17.33	64.66	2.446	0
2005	281	8	2000	-0.36	16.63	68.21	1.811	0
2005	281	8	2100	-0.34	16.77	67.17	2.447	0
2005	281	8	2200	-0.23	16.56	67.62	3.297	0
2005	281	8	2300	-0.19	16.16	67.13	3.189	0
2005	281	8	2400	-0.19	15.53	68.89	0.841	0
2005	282	9	100	-0.12	14.27	74.2	1.273	0
2005	282	9	200	-0.08	13.52	77.8	0.959	0
2005	282	9	300	-0.02	12.17	84.6	0.498	0
2005	282	9	400	-0.01	11.32	88.5	0.742	0
2005	282	9	500	-0.01	10.43	93.7	0.823	0
2005	282	9	600	0.52	9.77	95.2	0.866	0
2005	282	9	700	38.81	10.61	95.7	1.201	0
2005	282	9	800	157.7	11.94	92.8	0.617	0
2005	282	9	900	362.2	13.75	88.6	0.7	0
2005	282	9	1000	712	16.18	80	0.813	0
2005	282	9	1100	969	17.53	71.1	1.061	0
2005	282	9	1200	1023	18.65	65.14	1.294	0
2005	282	9	1300	913	19.67	58.67	0.869	0
2005	282	9	1400	896	20.72	53.09	0.932	0
2005	282	9	1500	719	21.23	52.46	1.49	0
2005	282	9	1600	414.8	21.2	50.03	1.441	0
2005	282	9	1700	136.7	20.7	51.16	1.384	0
2005	282	9	1800	5.72	18.34	60.58	0.889	0
2005	282	9	1900	-0.48	16.78	70.5	0.861	0
2005	282	9	2000	-0.26	15	79	0.804	0
2005	282	9	2100	-0.15	14.05	83.3	1.232	0
2005	282	9	2200	-0.07	13.12	86.3	1.001	0
2005	282	9	2300	-0.05	14.68	81	1.214	0
2005	282	9	2400	-0.04	14.56	80.5	1.285	0
2005	283	10	100	-0.05	13.33	86.7	2.075	0
2005	283	10	200	-0.04	13.62	84.3	1.739	0
2005	283	10	300	-0.05	13.02	86	1.492	0
2005	283	10	400	-0.05	12.15	90.9	1.4	0
2005	283	10	500	-0.01	12.09	92	1.527	0
2005	283	10	600	0.75	11.95	92.4	1.715	0
2005	283	10	700	74	12.07	91.7	1.379	0
2005	283	10	800	333.3	13.68	86.4	1.894	0
2005	283	10	900	636.1	16.15	74.3	3.006	0
2005	283	10	1000	875	17.98	65.82	2.652	0
2005	283	10	1100	1043	19.7	59.47	2.727	0
2005	283	10	1200	1110	21.2	54.71	2.925	0
2005	283	10	1300	1074	22.49	49.12	3.86	0
2005	283	10	1400	929	23.45	45.69	4.092	0
2005	283	10	1500	702	24.12	41.46	4.236	0
2005	283	10	1600	425.6	24	38.76	4.265	0
2005	283	10	1700	116.9	22.68	42.61	2.832	0
2005	283	10	1800	3.3	20.11	56.58	2.328	0
2005	283	10	1900	-0.53	19.43	59.4	2.839	0
2005	283	10	2000	-0.35	18.27	61.52	2.27	0
2005	283	10	2100	-0.24	16.66	67.08	1.638	0
2005	283	10	2200	-0.14	16.06	68.91	1.451	0
2005	283	10	2300	-0.07	14.34	76	1.108	0
2005	283	10	2400	-0.04	14.53	75	1.183	0
2005	284	11	100	-0.03	15.14	72.6	2.007	0
2005	284	11	200	-0.03	14.77	74.2	1.298	0
2005	284	11	300	-0.02	14.52	75.4	1.831	0
2005	284	11	400	-0.02	14.06	76.9	2.488	0
2005	284	11	500	-0.01	13.45	78.7	1.783	0
2005	284	11	600	0.58	12.52	81.6	1.255	0
2005	284	11	700	65.24	12.28	82.7	1.24	0
2005	284	11	800	292.8	14.12	74.8	1.733	0
2005	284	11	900	567.8	16.33	66.14	3.227	0
2005	284	11	1000	827	18.57	59.62	3.701	0
2005	284	11	1100	996	20.12	55.11	3.377	0
2005	284	11	1200	1074	21.49	50.68	3.918	0
2005	284	11	1300	1032	22.41	47.01	4.53	0
2005	284	11	1400	896	23	44.96	4.312	0
2005	284	11	1500	656.9	23.29	44.02	4.223	0
2005	284	11	1600	380	22.8	43.45	4.616	0
2005	284	11	1700	71.2	21.53	48.73	3.271	0
2005	284	11	1800	2.43	20.3	54.09	2.493	0
2005	284	11	1900	-0.53	19.53	57.56	2.378	0
2005	284	11	2000	-0.43	18.17	62.81	1.742	0
2005	284	11	2100	-0.4	18.62	61.76	2.572	0
2005	284	11	2200	-0.38	18.68	61.54	2.519	0
2005	284	11	2300	-0.3	18.45	63.28	2.525	0
2005	284	11	2400	-0.31	18.5	64.77	3.102	0
2005	285	12	100	-0.3	18.57	64.61	4.226	0
2005	285	12	200	-0.29	18	67.11	4.137	0
2005	285	12	300	-0.26	17.51	69.01	3.915	0
2005	285	12	400	-0.21	17.16	69.96	4.097	0
2005	285	12	500	-0.18	16.98	69.93	3.347	0
2005	285	12	600	-0.06	16.28	74.3	3.785	0.2
2005	285	12	700	23.5	15.23	83.8	2.945	0.2
2005	285	12	800	113.5	15.4	82.5	3.315	0
2005	285	12	900	376.4	16.09	79.5	3.028	0
2005	285	12	1000	883	18.47	68.93	4.313	0
2005	285	12	1100	754	19.8	63.16	4.138	0
2005	285	12	1200	968	21.19	58.1	4.173	0
2005	285	12	1300	600.5	21.26	56.92	4	0
2005	285	12	1400	694.6	22.26	53.89	3.086	0
2005	285	12	1500	605.9	22.88	50.45	3.774	0
2005	285	12	1600	383.7	22.76	49.84	4.304	0
2005	285	12	1700	100.8	21.66	52.52	3.197	0
2005	285	12	1800	2.07	19.46	60.22	1.845	0
2005	285	12	1900	-0.48	19.5	62.22	2.906	0
2005	285	12	2000	-0.36	18.7	65.91	2.195	0
2005	285	12	2100	-0.29	18.34	67.99	1.8	0
2005	285	12	2200	-0.27	17.5	69.76	1.971	0
2005	285	12	2300	-0.17	17.51	67.81	3.001	0
2005	285	12	2400	-0.21	17.04	68.43	3.094	0
2005	286	13	100	-0.14	16.92	68.71	2.217	0
2005	286	13	200	-0.14	16.39	71.2	1.521	0
2005	286	13	300	-0.14	15.72	75.1	0.835	0
2005	286	13	400	-0.11	15.49	77.7	0.986	0
2005	286	13	500	-0.1	15.57	78.2	0.805	0
2005	286	13	600	0.14	15.18	79.1	0.827	0
2005	286	13	700	39.09	15.43	79.5	1.171	0
2005	286	13	800	232.3	16.28	75.5	1.554	0
2005	286	13	900	589.8	17.66	69.9	2.162	0
2005	286	13	1000	825	19.04	63.53	2.517	0
2005	286	13	1100	949	20.19	57.67	2.58	0
2005	286	13	1200	1032	21.49	54.03	2.291	0
2005	286	13	1300	945	22	53.09	1.859	0
2005	286	13	1400	775	22.19	51.93	1.884	0
2005	286	13	1500	548.5	22.3	51.26	1.4	0
2005	286	13	1600	220.4	21.84	52.67	0.759	0
2005	286	13	1700	96.4	21.42	54.96	0.616	0
2005	286	13	1800	2.23	19.53	63.88	0.474	0
2005	286	13	1900	-0.36	17.88	71.8	0.993	0
2005	286	13	2000	-0.24	17.4	72.4	1.27	0
2005	286	13	2100	-0.17	16.58	75.7	1.002	0
2005	286	13	2200	-0.1	15.9	79.5	0.361	0
2005	286	13	2300	-0.09	15.36	82.3	0.234	0
2005	286	13	2400	-0.05	14.65	86.4	0.671	0
2005	287	14	100	-0.04	14.17	89.4	0.267	0
2005	287	14	200	-0.01	14.54	88.5	1.009	0
2005	287	14	300	-0.01	14.89	88	1.16	0
2005	287	14	400	-0.03	14.14	92.6	1.008	0
2005	287	14	500	-0.03	13.7	95.2	1.19	0
2005	287	14	600	0.25	13.2	95.6	0.822	0
2005	287	14	700	50.23	12.91	95	0.797	0
2005	287	14	800	262.5	14.18	91.1	0.853	0
2005	287	14	900	525.2	15.95	81.2	2.021	0
2005	287	14	1000	744	17.47	72.6	2.829	0
2005	287	14	1100	916	19.1	63.15	3.186	0
2005	287	14	1200	978	20.32	54.87	3.808	0
2005	287	14	1300	921	21.07	49.93	3.975	0
2005	287	14	1400	826	22.04	43.67	3.948	0
2005	287	14	1500	600.3	22.17	44.09	3.525	0
2005	287	14	1600	340.3	21.89	42.05	3.352	0
2005	287	14	1700	92.9	20.07	46.75	1.963	0
2005	287	14	1800	1.78	17.4	56.03	1.46	0
2005	287	14	1900	-0.28	15.77	63.15	1.74	0
2005	287	14	2000	-0.13	15.01	66.88	1.722	0
2005	287	14	2100	-0.04	13.73	70.4	1.917	0
2005	287	14	2200	-0.01	13.37	67.32	1.824	0
2005	287	14	2300	-0.01	13.71	66.54	1.403	0
2005	287	14	2400	-0.01	13.18	68.82	1.746	0
2005	288	15	100	0	10.37	79.6	1.958	0
2005	288	15	200	0	9.79	83.1	2.062	0
2005	288	15	300	0	9.48	85	1.92	0
2005	288	15	400	0	8.98	86.6	1.719	0
2005	288	15	500	0	9.02	89.7	1.439	0
2005	288	15	600	0.25	8.58	92.7	1.622	0
2005	288	15	700	50.09	7.7	94.3	1.52	0
2005	288	15	800	273.6	9.89	90.2	1.888	0
2005	288	15	900	550.5	12.7	75.6	2.991	0
2005	288	15	1000	794	15.38	61.79	4.046	0
2005	288	15	1100	954	17.72	52.88	3.682	0
2005	288	15	1200	1021	19.37	46.87	3.812	0
2005	288	15	1300	991	21.09	40.42	4.096	0
2005	288	15	1400	854	22.45	35.65	3.812	0
2005	288	15	1500	639.8	22.92	34.01	3.854	0
2005	288	15	1600	354.6	22.46	36.44	3.624	0
2005	288	15	1700	89.3	20.35	42.05	3.051	0
2005	288	15	1800	1.23	17.26	50.88	1.908	0
2005	288	15	1900	-0.26	15.48	57.9	2.078	0
2005	288	15	2000	-0.13	14.41	63.02	1.99	0
2005	288	15	2100	-0.06	13.96	63.3	2.517	0
2005	288	15	2200	-0.03	13.32	64.49	2.135	0
2005	288	15	2300	-0.01	12.75	66.92	1.314	0
2005	288	15	2400	-0.01	12.24	70.1	1.187	0
2005	289	16	100	0	12.28	71.3	1.604	0
2005	289	16	200	0	11.3	76.5	1.646	0
2005	289	16	300	0	10.99	79	2.153	0
2005	289	16	400	0	10.85	80.6	1.982	0
2005	289	16	500	0	10.16	83.4	1.703	0
2005	289	16	600	0.18	10.3	83.5	1.544	0
2005	289	16	700	32.06	10.73	83.3	2.168	0
2005	289	16	800	122.9	12.28	78.9	2.329	0
2005	289	16	900	252.7	14.04	73.5	2.674	0
2005	289	16	1000	411.2	15.4	70.1	2.654	0
2005	289	16	1100	367.8	17.14	67.43	1.845	0
2005	289	16	1200	290.2	16.43	75.7	2.298	1
2005	289	16	1300	1042	17.88	75.5	2.898	0
2005	289	16	1400	917	19.09	68.22	4.165	0
2005	289	16	1500	592.2	19.3	66.02	3.98	0
2005	289	16	1600	266.1	18.93	63.65	3.625	0
2005	289	16	1700	102.3	18.42	62.43	2.471	0
2005	289	16	1800	1.26	16.42	67.7	1.349	0
2005	289	16	1900	-0.23	14.04	78.6	1.342	0
2005	289	16	2000	-0.07	12.77	86.5	1.248	0
2005	289	16	2100	-0.06	12.3	95.4	1.378	0
2005	289	16	2200	-0.02	12.2	97.7	1.241	0
2005	289	16	2300	-0.01	12.52	98.8	0.818	0
2005	289	16	2400	-0.02	11.57	98.9	0.43	0
2005	290	17	100	-0.01	10.42	99.3	0.806	0
2005	290	17	200	0	10.1	99.6	0.108	0
2005	290	17	300	0	9.01	99.7	0.496	0.2
2005	290	17	400	0	7.91	99.8	0.773	0
2005	290	17	500	0	6.876	99.9	0.407	0
2005	290	17	600	0.1	6.798	100.1	0.212	0
2005	290	17	700	39.42	7.38	100.2	0.581	0
2005	290	17	800	246.1	8.09	100.3	0.353	0.2
2005	290	17	900	547.3	10.14	100.2	0.535	0
2005	290	17	1000	803	13.82	91.2	2.42	0
2005	290	17	1100	871	15.61	72	3.639	0
2005	290	17	1200	754	16.98	63.48	3.317	0
2005	290	17	1300	658.6	17.99	58.11	2.804	0
2005	290	17	1400	826	18.93	53.07	2.74	0
2005	290	17	1500	550	19.33	50.61	3.046	0
2005	290	17	1600	281.7	18.85	51.3	3.579	0
2005	290	17	1700	36.48	16.84	57.34	2.712	0
2005	290	17	1800	0.42	15.37	60.54	3.15	0
2005	290	17	1900	-0.22	14.28	61.67	3.417	0
2005	290	17	2000	-0.1	13.07	65.02	3.216	0
2005	290	17	2100	-0.06	12.26	64.59	2.469	0
2005	290	17	2200	-0.06	11.9	63.05	2.567	0
2005	290	17	2300	-0.03	10.86	66.67	2.001	0
2005	290	17	2400	-0.02	10.56	67.88	2.622	0
2005	291	18	100	0	9.75	71.3	2.505	0
2005	291	18	200	0	9.79	71.1	2.505	0
2005	291	18	300	0	9.5	71.8	3.159	0
2005	291	18	400	0	9.39	72	3.27	0
2005	291	18	500	-0.01	9.35	71.7	3.773	0
2005	291	18	600	0.01	9.28	72	3.688	0
2005	291	18	700	18.25	9.25	72.3	2.978	0
2005	291	18	800	132.9	9.55	71.8	3.6	0
2005	291	18	900	214.9	10.11	71.2	3.164	0
2005	291	18	1000	322.2	11.01	69.58	3.074	0
2005	291	18	1100	635.1	12.28	67.75	3.323	0
2005	291	18	1200	685.9	13.39	65.83	2.976	0
2005	291	18	1300	626.1	14.46	64.26	3.096	0
2005	291	18	1400	355.3	14.81	63.29	3.572	0
2005	291	18	1500	168.2	14.45	65.93	3.266	0
2005	291	18	1600	58.95	14.04	68.42	3	0
2005	291	18	1700	41.02	13.79	70.4	2.937	0
2005	291	18	1800	0.21	13.52	73.5	2.819	0
2005	291	18	1900	-0.08	12.76	82.4	2.125	0
2005	291	18	2000	-0.05	12.63	91.8	2.692	3.6
2005	291	18	2100	-0.04	12.88	95.8	2.807	1
2005	291	18	2200	-0.06	12.97	97.3	3.302	2
2005	291	18	2300	-0.05	13.14	98	2.215	1
2005	291	18	2400	-0.06	13.04	98.8	1.826	0
2005	292	19	100	-0.05	13.26	99.1	1.695	0
2005	292	19	200	-0.07	13.32	99.3	2.031	0
2005	292	19	300	-0.05	13.77	98.4	2.738	0
2005	292	19	400	-0.07	14	95.7	2.816	0
2005	292	19	500	-0.09	13.57	94.8	3.02	0
2005	292	19	600	-0.05	13.14	94.9	2.632	0
2005	292	19	700	29.6	12.83	94.6	3.519	0
2005	292	19	800	96.9	12.93	95.1	3.971	0
2005	292	19	900	257.8	13.67	92.8	3.82	0
2005	292	19	1000	790	14.86	87.6	4.53	0
2005	292	19	1100	890	16	76.4	4.709	0
2005	292	19	1200	1007	16.8	73.3	4.149	0
2005	292	19	1300	484.4	16.87	70.9	4.232	0
2005	292	19	1400	204.8	15.77	77.3	4.669	2.2
2005	292	19	1500	513.3	15.9	82.5	3.774	0
2005	292	19	1600	333.5	16.11	79.1	4.377	0
2005	292	19	1700	39.37	15.71	78.4	3.356	0
2005	292	19	1800	0.12	15.58	77	3.661	0
2005	292	19	1900	-0.23	15.35	76.4	3.614	0
2005	292	19	2000	-0.14	14.84	82	2.883	0
2005	292	19	2100	-0.13	14.44	84.6	2.018	0
2005	292	19	2200	-0.12	14.49	81.3	3.003	0
2005	292	19	2300	-0.14	14.6	82.9	4.439	0.4
2005	292	19	2400	-0.11	14.3	85.4	4.509	0
2005	293	20	100	-0.12	14.11	85.5	5.375	0.8
2005	293	20	200	-0.12	13.85	89.6	4.897	0
2005	293	20	300	-0.09	13.63	87.8	3.851	0
2005	293	20	400	-0.08	12.98	84.8	3.044	0
2005	293	20	500	-0.05	12.21	82.9	2.975	0
2005	293	20	600	-0.03	12.02	85.6	2.556	0
2005	293	20	700	16.45	12.05	85.2	3.289	0
2005	293	20	800	157.7	12.18	86.7	2.372	0
2005	293	20	900	399.9	12.97	84.1	2.687	0
2005	293	20	1000	605.7	13.59	77.2	2.913	0
2005	293	20	1100	918	14.35	71.8	3.227	0
2005	293	20	1200	899	15.24	66.09	3.004	0
2005	293	20	1300	727	15.14	66.82	3.222	0
2005	293	20	1400	560.3	15.02	69.48	2.836	0
2005	293	20	1500	316.8	14.87	69.17	2.637	0
2005	293	20	1600	116.2	14.18	76.9	2.761	0
2005	293	20	1700	31.27	14	76.3	2.787	0
2005	293	20	1800	-0.01	13.76	75.6	2.101	0
2005	293	20	1900	-0.2	13.51	78.3	2.05	0
2005	293	20	2000	-0.16	13.17	80.8	2.044	0
2005	293	20	2100	-0.13	12.85	84.6	1.882	0
2005	293	20	2200	-0.08	12.88	87.1	1.724	0
2005	293	20	2300	-0.1	13	90.7	2.258	0
2005	293	20	2400	-0.13	13.1	94.9	2.503	0
2005	294	21	100	-0.17	13.23	96.3	2.262	0.4
2005	294	21	200	-0.15	13.36	97	2.725	0
2005	294	21	300	-0.13	13.47	96.8	3.052	0.2
2005	294	21	400	-0.13	13.7	95.9	3.845	1.6
2005	294	21	500	-0.16	14.13	96.6	3.867	1
2005	294	21	600	-0.13	14.86	92.9	5.125	0
2005	294	21	700	12.48	14.87	92.1	4.906	0
2005	294	21	800	81.7	14.98	91.6	5.463	0
2005	294	21	900	342.1	15.37	89.9	5.777	0
2005	294	21	1000	585.7	15.99	84.3	6.541	0
2005	294	21	1100	296	16.19	80.6	6.012	0
2005	294	21	1200	541.9	16.68	79.1	6.301	0
2005	294	21	1300	541.5	16.95	78	6.338	0
2005	294	21	1400	362.5	17.43	75.1	6.779	0
2005	294	21	1500	173.5	17.31	74.9	7.12	0
2005	294	21	1600	62.38	16.75	79.6	6.098	0.6
2005	294	21	1700	29.32	15.59	81.4	5.137	0
2005	294	21	1800	-0.01	14.98	81.7	4.135	0
2005	294	21	1900	-0.17	14.79	83.5	3.811	0
2005	294	21	2000	-0.14	14.67	84.8	4.54	0
2005	294	21	2100	-0.14	13.91	80	5.055	0
2005	294	21	2200	-0.1	13.28	78.6	5.152	0
2005	294	21	2300	-0.06	13.09	86.9	4.972	0
2005	294	21	2400	-0.07	13.48	86.6	4.977	0
2005	295	22	100	-0.06	13.58	84	4.805	0
