source;year;1.0;2.0;3.0
1.0;2000.0;57.49150447945629;34.38368860055607;8.124806919987643
1.0;2001.0;60.97023153252481;35.611907386990076;3.4178610804851157
2.0;2000.0;18.7624750499002;59.2814371257485;21.956087824351293
2.0;2001.0;19.351291918636615;63.33150082462892;17.31720725673447
3.0;2000.0;11.450752062105774;45.63318777292576;42.916060164968464
3.0;2001.0;13.836065573770492;55.27868852459016;30.885245901639347
